date,year,quarter,t,RRP,d_RRP,cpi_national,real_gdp_growth,lending_rate,d_lending_rate,region,property_type,beta_rrp,base_qoq_drift,idio_sd,unit_id,lag1_d_RRP,lag2_d_RRP,lag4_d_RRP,shock,dln_RPPI,RPPI,RRP_lag1,d_RRP_lag1,RRP_lag2,d_RRP_lag2,RRP_lag4,d_RRP_lag4,REL_growth
2022-04-01,2022,2,18,2.5,0.5,4.234248869877067,6.371201634503846,5.393558958301544,0.3543276418785055,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,0.0,0.0,0.0,-0.796817234496264,0.0031913029289394224,108.9217750952113,2.0,0.0,2.0,0.0,2.0,0.0,7.531268971044042
2022-07-01,2022,3,19,3.75,1.25,4.469159250277384,7.09681390411188,6.236073272757313,0.8425143144557685,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,0.5,0.0,0.0,-0.5203080666825154,0.004548972322300016,109.41838591347899,2.5,0.5,2.0,0.0,2.0,0.0,3.9123405256047903
2022-10-01,2022,4,20,5.0,1.25,5.0896345976435615,7.010877457639748,7.229721678988704,0.9936484062313911,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,1.25,0.5,0.0,1.2653752658981616,0.019059722084889593,111.52387118357365,3.75,1.25,2.5,0.5,2.0,0.0,1.5373280116229266
2023-01-01,2023,1,21,5.75,0.75,8.0,5.5,8.070966842960146,0.8412451639714424,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,1.25,1.25,0.0,0.2717847439383295,0.008117847439383296,112.43288960012516,5.0,1.25,3.75,1.25,2.0,0.0,-5.728655418084244
2023-04-01,2023,2,22,6.25,0.5,8.155429552863874,6.374844613584793,8.738674988065059,0.6677081451049123,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,0.75,1.25,0.5,0.07815983676687009,0.00830629396362216,113.37067962025684,5.75,0.75,5.0,1.25,2.5,0.5,-2.5115053245340553
2023-07-01,2023,3,23,6.25,0.0,6.667742416294605,6.744282989543375,9.042506761018442,0.3038317729533837,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,0.5,0.75,1.25,0.8959934519527472,0.01792686336549462,115.42138675701695,6.25,0.5,5.75,0.75,3.75,1.25,3.743860923073493
2023-10-01,2023,4,24,6.5,0.25,6.237253959575014,6.443976500689383,9.407545459031587,0.36503869801314437,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,0.0,0.5,1.25,-0.9756626196451559,0.0011560411791794634,115.55489578916674,6.25,0.0,6.25,0.5,5.0,1.25,-2.204019038930452
2024-01-01,2024,1,25,6.5,0.0,3.9,6.267600870840498,9.508180720011742,0.1006352609801553,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,0.25,0.0,0.75,0.07367613433311784,0.010882111669896366,116.81924398123343,6.5,0.25,6.25,0.0,5.75,0.75,-5.458197674457124
2024-04-01,2024,2,26,6.5,0.0,3.4636369040555994,7.203653421627691,9.557916001163832,0.04973528115209014,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,0.0,0.25,0.5,-1.515899524148496,-0.004356034137157896,116.31148208355377,6.5,0.0,6.5,0.25,6.25,0.5,-1.7080759412412467
2024-07-01,2024,3,27,6.25,-0.25,3.204368380234698,6.54815913607695,9.37685720877443,-0.18105879238940226,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,0.0,0.0,0.0,-0.03379528293724995,0.010578917360726768,117.54846306418783,6.5,0.0,6.5,0.0,6.25,0.0,-3.865269984776811
2024-10-01,2024,4,28,6.0,-0.25,3.131997916467933,5.575948601638913,9.189357493890524,-0.1874997148839057,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,-0.25,0.0,0.25,-0.5255596664325929,0.006149983436229044,118.27361170548905,6.25,-0.25,6.5,0.0,6.5,0.25,-5.579994096204783
2025-01-01,2025,1,29,5.75,-0.25,1.8,5.0,8.974215227846123,-0.2151422660444009,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,-0.25,-0.25,0.0,-0.7687574362863557,0.003539925637136444,118.69303341861597,6.0,-0.25,6.25,-0.25,6.5,0.0,-4.339358668147687
2025-04-01,2025,2,30,5.5,-0.25,2.173061203528872,4.244591007606215,8.68616918501103,-0.2880460428350933,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,-0.25,-0.25,0.0,-0.7813700229536245,0.003242439759374747,119.07851303883123,5.75,-0.25,6.0,-0.25,6.5,0.0,-5.2369163320652445
2025-07-01,2025,3,31,5.25,-0.25,1.3474150575376869,4.943768484708373,8.399883761389766,-0.28628542362126375,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,-0.25,-0.25,-0.25,-0.5556711459481891,0.005513926239545055,119.73691670292116,5.5,-0.25,5.75,-0.25,6.25,-0.25,-7.988481875389115
2025-10-01,2025,4,32,5.0,-0.25,1.653876661545189,3.9497939843187355,8.190626645523027,-0.20925711586673934,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,-0.25,-0.25,-0.25,-0.554517438427944,0.005244661358303643,120.36654593593032,5.25,-0.25,5.5,-0.25,6.0,-0.25,-0.190212262268465
2026-01-01,2026,1,33,4.5,-0.5,4.5,3.6950562492494683,7.82876729234417,-0.36185935317885676,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,-0.25,-0.25,-0.25,0.5657219304704462,0.017205365398173012,122.45541468607466,5.0,-0.25,5.25,-0.25,5.75,-0.25,-1.5284591495492506
2026-04-01,2026,2,34,4.625,0.125,4.679466958498582,5.2171204950010654,7.7404883068636146,-0.08827898548055568,AONCR,Single-Detached,-0.35,0.75,0.95,AONCR_Single-Detached,-0.5,-0.25,-0.25,-1.1119308783465787,0.0019284514897091886,122.69179186065047,4.5,-0.5,5.0,-0.25,5.5,-0.25,0.7809295763143047
2018-01-01,2018,1,1,3.0,,4.0,6.3,6.1,,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,,,,1.466394319001892,0.02602644319001892,102.63680885610005,,,,,,,3.4877741119669183
2018-04-01,2018,2,2,3.25,0.25,4.698872845779609,4.806563547461692,6.2305049264677885,0.13050492646778888,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,,,,0.5589742616391972,0.016601865800423988,104.35499446238327,3.0,,,,,,-2.312831841829153
2018-07-01,2018,3,3,4.0,0.75,4.730570586841166,4.8873232065108665,6.735777588582047,0.5052726621142583,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,0.25,,,1.277902951591679,0.02245594689441072,106.7248942600088,3.25,0.25,3.0,,,,-0.8058069258086871
2018-10-01,2018,4,4,4.75,0.75,5.091996451668118,5.530432015109393,7.2225004240703425,0.48672283548829576,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,0.75,0.25,,0.6911210850349576,0.013500221791516033,108.1754735428877,4.0,0.75,3.25,0.25,,,1.3865227096869364
2019-01-01,2019,1,5,4.75,0.0,3.8,6.013447902928668,7.583413704341121,0.3609132802707782,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,0.75,0.75,,-0.0931787953019228,0.004075755010579022,108.61726998665131,4.75,0.75,4.0,0.75,3.0,,-3.977497889300655
2019-04-01,2019,2,6,4.5,-0.25,3.7235016875778957,6.661147271372238,7.634787468050925,0.05137376370980462,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,0.0,0.75,0.25,-0.9722327276548731,-0.0003698465435107745,108.57710569255168,4.75,0.0,4.75,0.75,3.25,0.25,1.0195469988774164
2019-07-01,2019,3,7,4.25,-0.25,3.9943571127668194,7.805844480091282,7.537843258505781,-0.09694420954514449,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,-0.25,0.0,0.75,-1.7814911536110238,-0.004514412722245962,108.08804855872059,4.5,-0.25,4.75,0.0,4.0,0.75,-3.3432556369326853
2019-10-01,2019,4,8,4.0,-0.25,3.465760800501286,7.687624841235176,7.3750989855478455,-0.16274427295793537,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,-0.25,-0.25,0.75,-0.2952731506825072,0.010832356048788502,109.26526126778262,4.25,-0.25,4.5,-0.25,4.75,0.75,2.3287936662137856
2020-01-01,2020,1,9,3.75,-0.25,2.2,-0.7,7.080623865444629,-0.2944751201032165,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,-0.25,-0.25,0.0,-0.9023688974158894,0.0012363110258411059,109.40043065351355,4.0,-0.25,4.25,-0.25,4.75,0.0,-8.58836543873186
2020-04-01,2020,2,10,2.75,-1.0,1.7330332722498218,-7.045966067955906,6.371889144048662,-0.7087347213959667,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,-0.25,-0.25,-0.25,0.32574500317867155,0.010997622737978196,110.61021550252777,3.75,-0.25,4.0,-0.25,4.5,-0.25,-10.555246260856006
2020-07-01,2020,3,11,2.25,-0.5,2.5678852409948902,-9.035904447482224,5.787256106512813,-0.5846330375358493,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,-1.0,-0.25,-0.25,0.15212517557584584,0.012890653160251094,112.04528303353767,2.75,-1.0,3.75,-0.25,4.25,-0.25,-15.252594151233875
2020-10-01,2020,4,12,2.0,-0.25,2.3389100339341686,-6.488040260447374,5.461117392223406,-0.32613871428940655,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,-0.5,-1.0,-0.25,1.1178528137276056,0.02274718604978854,114.62320703318693,2.25,-0.5,2.75,-1.0,4.0,-0.25,-4.490160281815298
2021-01-01,2021,1,13,2.0,0.0,2.9599481726530636,3.5,5.25489088741875,-0.20622650480465676,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,-0.25,-0.5,-0.25,-0.24036106940384908,0.010346873757757426,115.81535575652337,2.0,-0.25,2.25,-0.5,3.75,-0.25,3.5754886884810704
2021-04-01,2021,2,14,2.0,0.0,2.89306308425626,3.321313221938798,5.206473545540003,-0.048417341878746356,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,0.0,-0.25,-1.0,-1.948591718193201,-0.008885005798428085,114.79089356486527,2.0,0.0,2.0,-0.25,2.75,-1.0,1.947457584132494
2021-07-01,2021,3,15,2.0,0.0,2.8277963531994934,3.0301866116687646,5.180745300541072,-0.025728244998931338,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,0.0,0.0,-0.5,0.02873589705310824,0.010072017855866717,115.95291160431655,2.0,0.0,2.0,0.0,2.25,-0.5,2.0118978218190033
2021-10-01,2021,4,16,2.0,0.0,2.6336316855425452,6.00416389559609,5.044770684415611,-0.1359746161254609,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,0.0,0.0,-0.25,-1.366553583737576,-0.0028238848708644613,115.62593581977426,2.0,0.0,2.0,0.0,2.0,-0.25,4.501779132102951
2022-01-01,2022,1,17,2.0,0.0,3.0,8.2,5.039231316423039,-0.005539367992572153,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,0.0,0.0,0.0,-0.4743247895504247,0.007031752104495753,116.44185404269297,2.0,0.0,2.0,0.0,2.0,0.0,-0.7637319709319481
2022-04-01,2022,2,18,2.5,0.5,4.234248869877067,6.371201634503846,5.393558958301544,0.3543276418785055,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,0.0,0.0,0.0,0.18813862378391208,0.013340861511741181,118.00569700368683,2.0,0.0,2.0,0.0,2.0,0.0,-0.6213420237259735
2022-07-01,2022,3,19,3.75,1.25,4.469159250277384,7.09681390411188,6.236073272757313,0.8425143144557685,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,0.5,0.0,0.0,-0.024435724411185897,0.00880769574501331,119.04964592256904,2.5,0.5,2.0,0.0,2.0,0.0,0.036758929185475075
2022-10-01,2022,4,20,5.0,1.25,5.0896345976435615,7.010877457639748,7.229721678988704,0.9936484062313911,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,1.25,0.5,0.0,-1.4934450846594853,-0.011228481420686878,117.72037599257735,3.75,1.25,2.5,0.5,2.0,0.0,-0.6859326610119414
2023-01-01,2023,1,21,5.75,0.75,8.0,5.5,8.070966842960146,0.8412451639714424,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,1.25,1.25,0.0,0.9964001266174847,0.011914001266174847,119.13128479678439,5.0,1.25,3.75,1.25,2.0,0.0,-1.4746775220676684
2023-04-01,2023,2,22,6.25,0.5,8.155429552863874,6.374844613584793,8.738674988065059,0.6677081451049123,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,0.75,1.25,0.5,-0.17482234234725752,0.0033264721724808838,119.52823155066645,5.75,0.75,5.0,1.25,2.5,0.5,-1.3608437736560686
2023-07-01,2023,3,23,6.25,0.0,6.667742416294605,6.744282989543375,9.042506761018442,0.3038317729533837,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,0.5,0.75,1.25,0.18316826703176012,0.009348611516284749,120.65089404403004,6.25,0.5,5.75,0.75,3.75,1.25,-1.0728416501747648
2023-10-01,2023,4,24,6.5,0.25,6.237253959575014,6.443976500689383,9.407545459031587,0.36503869801314437,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,0.0,0.5,1.25,1.586485096707516,0.02657751834270618,123.90048717320241,6.25,0.0,6.25,0.5,5.0,1.25,-6.612619716755028
2024-01-01,2024,1,25,6.5,0.0,3.9,6.267600870840498,9.508180720011742,0.1006352609801553,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,0.25,0.0,0.75,1.2652531590936777,0.022597881917501964,126.73225118049223,6.5,0.25,6.25,0.0,5.75,0.75,-0.4826864672828388
2024-04-01,2024,2,26,6.5,0.0,3.4636369040555994,7.203653421627691,9.557916001163832,0.04973528115209014,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,0.0,0.25,0.5,-0.44866903063404523,0.006366270797986611,127.54163666026037,6.5,0.0,6.5,0.25,6.25,0.5,-1.7045664330363268
2024-07-01,2024,3,27,6.25,-0.25,3.204368380234698,6.54815913607695,9.37685720877443,-0.18105879238940226,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,0.0,0.0,0.0,-0.07077016045184713,0.010509168585580795,128.88906097517787,6.5,0.0,6.5,0.0,6.25,0.0,-3.7085637165052248
2024-10-01,2024,4,28,6.0,-0.25,3.131997916467933,5.575948601638913,9.189357493890524,-0.1874997148839057,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,-0.25,0.0,0.25,0.9419969506510704,0.021625549607065676,131.70671460241618,6.25,-0.25,6.5,0.0,6.5,0.25,-1.4461533834766058
2025-01-01,2025,1,29,5.75,-0.25,1.8,5.0,8.974215227846123,-0.2151422660444009,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,-0.25,-0.25,0.0,-0.3628312877883034,0.008649187122116967,132.85081124288502,6.0,-0.25,6.25,-0.25,6.5,0.0,-7.0342405673734785
2025-04-01,2025,2,30,5.5,-0.25,2.173061203528872,4.244591007606215,8.68616918501103,-0.2880460428350933,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,-0.25,-0.25,0.0,0.23251504356153957,0.014431290424526386,134.7819205681916,5.75,-0.25,6.0,-0.25,6.5,0.0,-8.878148538487647
2025-07-01,2025,3,31,5.25,-0.25,1.3474150575376869,4.943768484708373,8.399883761389766,-0.28628542362126375,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,-0.25,-0.25,-0.25,-0.42801120744557236,0.007840525624571222,135.8428352998351,5.5,-0.25,5.75,-0.25,6.25,-0.25,-5.7541686342778124
2025-10-01,2025,4,32,5.0,-0.25,1.653876661545189,3.9497939843187355,8.190626645523027,-0.20925711586673934,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,-0.25,-0.25,-0.25,2.2228827574085694,0.03406866331666878,140.55055667157725,5.25,-0.25,5.5,-0.25,6.0,-0.25,-6.664595952800315
2026-01-01,2026,1,33,4.5,-0.5,4.5,3.6950562492494683,7.82876729234417,-0.36185935317885676,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,-0.25,-0.25,-0.25,1.7823621824988836,0.03042176791845739,144.89205630742705,5.0,-0.25,5.25,-0.25,5.75,-0.25,-6.14745573559369
2026-04-01,2026,2,34,4.625,0.125,4.679466958498582,5.2171204950010654,7.7404883068636146,-0.08827898548055568,AONCR,Townhouse,-0.55,0.78,1.05,AONCR_Townhouse,-0.5,-0.25,-0.25,0.5224107757400207,0.019821868030575184,147.79274104709498,4.5,-0.5,5.0,-0.25,5.5,-0.25,-2.1099082607814577
2018-01-01,2018,1,1,3.0,,4.0,6.3,6.1,,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,,,,-2.408924403045691,-0.010526744030456907,98.95284682345269,,,,,,,2.8038752064621226
2018-04-01,2018,2,2,3.25,0.25,4.698872845779609,4.806563547461692,6.2305049264677885,0.13050492646778888,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,,,,0.7880080903647907,0.021092204087679926,101.06214716191704,3.0,,,,,,-0.49622428846357836
2018-07-01,2018,3,3,4.0,0.75,4.730570586841166,4.8873232065108665,6.735777588582047,0.5052726621142583,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,0.25,,,1.9913703671592846,0.02979062105008677,104.11814532373485,3.25,0.25,3.0,,,,-2.4543779865443085
2018-10-01,2018,4,4,4.75,0.75,5.091996451668118,5.530432015109393,7.2225004240703425,0.48672283548829576,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,0.75,0.25,,0.4886081404090252,0.006675092345256708,104.8154683170669,4.0,0.75,3.25,0.25,,,-2.157706913876217
2019-01-01,2019,1,5,4.75,0.0,3.8,6.013447902928668,7.583413704341121,0.3609132802707782,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,0.75,0.75,,1.589082923985841,0.014098372203456657,106.30366170435308,4.75,0.75,4.0,0.75,3.0,,-0.49638350770843076
2019-04-01,2019,2,6,4.5,-0.25,3.7235016875778957,6.661147271372238,7.634787468050925,0.05137376370980462,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,0.0,0.75,0.25,-0.13715465415601996,0.007180934191477757,107.06976869322568,4.75,0.0,4.75,0.75,3.25,0.25,1.7194275370899754
2019-07-01,2019,3,7,4.25,-0.25,3.9943571127668194,7.805844480091282,7.537843258505781,-0.09694420954514449,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,-0.25,0.0,0.75,0.37347418270458815,0.021235240640910157,109.3677335631226,4.5,-0.25,4.75,0.0,4.0,0.75,-3.977291562572967
2019-10-01,2019,4,8,4.0,-0.25,3.465760800501286,7.687624841235176,7.3750989855478455,-0.16274427295793537,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,-0.25,-0.25,0.75,2.469089928605085,0.043675986841664426,114.25032716035359,4.25,-0.25,4.5,-0.25,4.75,0.75,2.6546665428285126
2020-01-01,2020,1,9,3.75,-0.25,2.2,-0.7,7.080623865444629,-0.2944751201032165,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,-0.25,-0.25,0.0,0.3080926682666693,0.018540926682666693,116.38839371815848,4.0,-0.25,4.25,-0.25,4.75,0.0,-7.720496017638388
2020-04-01,2020,2,10,2.75,-1.0,1.7330332722498218,-7.045966067955906,6.371889144048662,-0.7087347213959667,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,-0.25,-0.25,-0.25,0.1957668266316802,0.014897840972508281,118.13530982809766,3.75,-0.25,4.0,-0.25,4.5,-0.25,-4.919719799121127
2020-07-01,2020,3,11,2.25,-0.5,2.5678852409948902,-9.035904447482224,5.787256106512813,-0.5846330375358493,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,-1.0,-0.25,-0.25,2.1092368001556543,0.043661769406049177,123.40756698525726,2.75,-1.0,3.75,-0.25,4.25,-0.25,-6.095360700325001
2020-10-01,2020,4,12,2.0,-0.25,2.3389100339341686,-6.488040260447374,5.461117392223406,-0.32613871428940655,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,-0.5,-1.0,-0.25,-0.22238950004962776,0.019544762912016213,125.84326364500826,2.25,-0.5,2.75,-1.0,4.0,-0.25,-7.0369146933554605
2021-01-01,2021,1,13,2.0,0.0,2.9599481726530636,3.5,5.25489088741875,-0.20622650480465676,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,-0.25,-0.5,-0.25,2.5480922646313453,0.04443140709810937,131.56073398432042,2.0,-0.25,2.25,-0.5,3.75,-0.25,-5.31526156813899
2021-04-01,2021,2,14,2.0,0.0,2.89306308425626,3.321313221938798,5.206473545540003,-0.048417341878746356,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,0.0,-0.25,-1.0,2.371605780124368,0.0375169691847476,136.59025017293627,2.0,0.0,2.0,-0.25,2.75,-1.0,-2.085821195492713
2021-07-01,2021,3,15,2.0,0.0,2.8277963531994934,3.0301866116687646,5.180745300541072,-0.025728244998931338,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,0.0,0.0,-0.5,-1.0048058569389497,0.0019366003159461377,136.85502719545696,2.0,0.0,2.0,0.0,2.25,-0.5,-3.3682609699702377
2021-10-01,2021,4,16,2.0,0.0,2.6336316855425452,6.00416389559609,5.044770684415611,-0.1359746161254609,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,0.0,0.0,-0.25,1.4097302173727202,0.027138953140238495,140.61998681820216,2.0,0.0,2.0,0.0,2.0,-0.25,-0.24700706082054236
2022-01-01,2022,1,17,2.0,0.0,3.0,8.2,5.039231316423039,-0.005539367992572153,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,0.0,0.0,0.0,-1.412822194691613,-0.0001532219469161311,140.5984424006275,2.0,0.0,2.0,0.0,2.0,0.0,7.248803887801234
2022-04-01,2022,2,18,2.5,0.5,4.234248869877067,6.371201634503846,5.393558958301544,0.3543276418785055,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,0.0,0.0,0.0,0.40178375999708377,0.017677312873872898,143.105942693616,2.0,0.0,2.0,0.0,2.0,0.0,3.4564751672400367
2022-07-01,2022,3,19,3.75,1.25,4.469159250277384,7.09681390411188,6.236073272757313,0.8425143144557685,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,0.5,0.0,0.0,-0.9010488014812833,-0.0017584350256876636,142.85452131046753,2.5,0.5,2.0,0.0,2.0,0.0,2.4611380092216057
2022-10-01,2022,4,20,5.0,1.25,5.0896345976435615,7.010877457639748,7.229721678988704,0.9936484062313911,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,1.25,0.5,0.0,0.3103475070655,-0.002990555503437024,142.42794510340434,3.75,1.25,2.5,0.5,2.0,0.0,0.9705182476187475
2023-01-01,2023,1,21,5.75,0.75,8.0,5.5,8.070966842960146,0.8412451639714424,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,1.25,1.25,0.0,-2.4661770372770153,-0.03551177037277015,137.4588298577681,5.0,1.25,3.75,1.25,2.0,0.0,-0.09913795868487818
2023-04-01,2023,2,22,6.25,0.5,8.155429552863874,6.374844613584793,8.738674988065059,0.6677081451049123,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,0.75,1.25,0.5,2.7946075706191134,0.02422077130214459,140.82883606565997,5.75,0.75,5.0,1.25,2.5,0.5,-2.3157439072492485
2023-07-01,2023,3,23,6.25,0.0,6.667742416294605,6.744282989543375,9.042506761018442,0.3038317729533837,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,0.5,0.75,1.25,-0.13402706133765493,0.0013766582325905965,141.02284275202697,6.25,0.5,5.75,0.75,3.75,1.25,5.1089118152053015
2023-10-01,2023,4,24,6.5,0.25,6.237253959575014,6.443976500689383,9.407545459031587,0.36503869801314437,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,0.0,0.5,1.25,-4.003927418156045,-0.029126606805929427,136.97456830476895,6.25,0.0,6.25,0.5,5.0,1.25,3.6163169421221815
2024-01-01,2024,1,25,6.5,0.0,3.9,6.267600870840498,9.508180720011742,0.1006352609801553,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,0.25,0.0,0.75,0.040984763523120055,0.010555197961796388,138.42801922573418,6.5,0.25,6.25,0.0,5.75,0.75,-5.059983944612862
2024-04-01,2024,2,26,6.5,0.0,3.4636369040555994,7.203653421627691,9.557916001163832,0.04973528115209014,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,0.0,0.25,0.5,1.5315079675770056,0.02736804078009712,142.2688410538286,6.5,0.0,6.5,0.25,6.25,0.5,-4.606910339422245
2024-07-01,2024,3,27,6.25,-0.25,3.204368380234698,6.54815913607695,9.37685720877443,-0.18105879238940226,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,0.0,0.0,0.0,-1.6608875096508804,-0.0031920049064095377,141.81544222576682,6.5,0.0,6.5,0.0,6.25,0.0,-2.37402250063434
2024-10-01,2024,4,28,6.0,-0.25,3.131997916467933,5.575948601638913,9.189357493890524,-0.1874997148839057,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,-0.25,0.0,0.25,0.784063341680218,0.024246213517357153,145.29595382343982,6.25,-0.25,6.5,0.0,6.5,0.25,-1.6456136267551427
2025-01-01,2025,1,29,5.75,-0.25,1.8,5.0,8.974215227846123,-0.2151422660444009,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,-0.25,-0.25,0.0,-0.18681082451122535,0.015609391754887745,147.58172865330417,6.0,-0.25,6.25,-0.25,6.5,0.0,-4.791046949939243
2025-04-01,2025,2,30,5.5,-0.25,2.173061203528872,4.244591007606215,8.68616918501103,-0.2880460428350933,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,-0.25,-0.25,0.0,0.06649194750600952,0.017971059463971085,150.25790349920402,5.75,-0.25,6.0,-0.25,6.5,0.0,-3.8372554625702135
2025-07-01,2025,3,31,5.25,-0.25,1.3474150575376869,4.943768484708373,8.399883761389766,-0.28628542362126375,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,-0.25,-0.25,-0.25,-1.651635037066668,0.0008042873283602669,150.37880263928034,5.5,-0.25,5.75,-0.25,6.25,-0.25,-5.344849698912839
2025-10-01,2025,4,32,5.0,-0.25,1.653876661545189,3.9497939843187355,8.190626645523027,-0.20925711586673934,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,-0.25,-0.25,-0.25,-0.8840607003099461,0.00819922873948362,151.61686146750867,5.25,-0.25,5.5,-0.25,6.0,-0.25,-4.6797757040937915
2026-01-01,2026,1,33,4.5,-0.5,4.5,3.6950562492494683,7.82876729234417,-0.36185935317885676,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,-0.25,-0.25,-0.25,-3.501299045710907,-0.01721484436364052,149.02913832586228,5.0,-0.25,5.25,-0.25,5.75,-0.25,-3.176546785554951
2026-04-01,2026,2,34,4.625,0.125,4.679466958498582,5.2171204950010654,7.7404883068636146,-0.08827898548055568,NCR,Condominium,-1.35,1.0,1.6,NCR_Condominium,-0.5,-0.25,-0.25,-1.2067426930752798,0.009730333342422173,150.4863194514867,4.5,-0.5,5.0,-0.25,5.5,-0.25,-5.363636524721306
2018-01-01,2018,1,1,3.0,,4.0,6.3,6.1,,NCR,Duplex,-0.7,0.8,1.15,NCR_Duplex,,,,-2.5588092153884894,-0.014025592153884894,98.60723082256872,,,,,,,0.9183916444971478
